business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,attributes,Categories,price_rating
19102_American_Aqimero,Aqimero       ,10 Avenue Of The Arts,Philadelphia,PA,19102,39.95128764,-75.16412203,3.5,143,"""{Caters: True, HasTV: False, GoodForKids: False, HappyHour: True, RestaurantsGoodForGroups: True, WheelchairAccessible: True, GoodForMeal: \""{dessert: None, latenight: None, lunch: True, dinner: True, brunch: None, breakfast: None}\"", RestaurantsTableService: True, OutdoorSeating: False, RestaurantsPriceRange2: 3, Alcohol: \""full_bar\"", RestaurantsDelivery: True,  RestaurantsReservations: True, RestaurantsTakeOut: True, Ambience: \""{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: True, casual: False}\"", WiFi: \""free\"", BusinessParking: \""{garage: False, street: False, validated: False, lot: False, valet: True}\"", BusinessAcceptsBitcoin: False, BusinessAcceptsCreditCards: True, DogsAllowed: False, NoiseLevel: \""uloud\""}""",American,3
19102_American_Butcher,Butcher and Singer     ,1500 Walnut St,Philadelphia,PA,19102,39.9493338,-75.1661758,4.5,1290,"""{RestaurantsPriceRange2: 4, HasTV: False, GoodForKids: False, RestaurantsDelivery: True, RestaurantsTakeOut: True, RestaurantsReservations: True, Alcohol: \""ufull_bar\"", RestaurantsGoodForGroups: True, Caters: False, NoiseLevel: \""uaverage\"", RestaurantsAttire: \""udressy\"", BikeParking: False, GoodForMeal: \""{dessert: False, latenight: False, lunch: None, dinner: True, brunch: False, breakfast: False}\"", WheelchairAccessible: True, OutdoorSeating: True, BusinessParking: \""{garage: False, street: True, validated: False, lot: False, valet: False}\"", HappyHour: False, DogsAllowed: False, RestaurantsTableService: True, Ambience: \""{romantic: False, intimate: False, classy: True, hipster: False, divey: False, touristy: False, trendy: False, upscale: True, casual: False}\""}""",American,4
19102_American_Capriccio,Capriccio Cafe and Bar    ,110 N 16th St,Philadelphia,PA,19102,39.9554292,-75.1664549,3.5,121,"""{RestaurantsPriceRange2: 1, OutdoorSeating: True, GoodForKids: True, WiFi: \""ufree\"", RestaurantsReservations: False, RestaurantsTakeOut: True, RestaurantsGoodForGroups: True, NoiseLevel: \""uaverage\"", RestaurantsAttire: \""casual\"", HasTV: True, DogsAllowed: True, RestaurantsTableService: False, Ambience: \""{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}\"", GoodForMeal: \""{dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: True}\"", WheelchairAccessible: True, Caters: True, BusinessParking: \""{garage: True, street: True, validated: False, lot: False, valet: False}\"", BYOB: False, , HappyHour: True, RestaurantsDelivery: True}""",American,1
19102_American_Cinder,Cinder Copper & Lace    ,1500 Locust St,Philadelphia,PA,19102,39.94825288,-75.16662542,3.5,157,"""{BusinessParking: \""{garage: True, street: True, validated: False, lot: False, valet: False}\"", RestaurantsTakeOut: True, RestaurantsTableService: True, RestaurantsGoodForGroups: True, HappyHour: True, BusinessAcceptsBitcoin: False, GoodForMeal: \""{dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False}\"", Caters: False, RestaurantsPriceRange2: 2, OutdoorSeating: True, BestNights: \""{monday: False, tuesday: False, friday: True, wednesday: True, thursday: True, sunday: False, saturday: False}\"", Alcohol: \""ufull_bar\"", WiFi: \""ufree\"", HasTV: True, WheelchairAccessible: True, Music: \""{dj: False, background_music: False, no_music: False, jukebox: False, live: False, video: False, karaoke: False}\"", RestaurantsAttire: \""casual\"", Ambience: \""{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: True, upscale: False, classy: True, casual: True}\"", NoiseLevel: \""uaverage\"", Smoking: \""uno\"", RestaurantsReservations: True, CoatCheck: False, GoodForDancing: False, DogsAllowed: False, GoodForKids: False}""",American,2
19102_American_Del,Del Frisco's Double Eagle Steakhouse   ,1428-1432 Chestnut St,Philadelphia,PA,19102,39.9509564,-75.1654591,4,1129,"""{Alcohol: \""ufull_bar\"", GoodForKids: False, Caters: True, HasTV: True, BusinessParking: \""{garage: True, street: True, validated: False, lot: False, valet: True}\"", RestaurantsGoodForGroups: True, BikeParking: False, RestaurantsReservations: True, WiFi: \""ufree\"", NoiseLevel: \""uaverage\"", RestaurantsAttire: \""udressy\"", RestaurantsPriceRange2: 4, Ambience: \""{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: True, classy: True, casual: False}\"", ByAppointmentOnly: False, GoodForMeal: \""{dessert: None, latenight: False, lunch: None, dinner: True, brunch: False, breakfast: False}\"", HappyHour: True, OutdoorSeating: None, DogsAllowed: False, CoatCheck: False, RestaurantsTakeOut: True, RestaurantsDelivery: True}""",American,4
19102_American_Elixr,Elixr Coffee Roasters     ,207 S Sydenham St,Philadelphia,PA,19102,39.94933334,-75.16673265,4.5,810,"""{BusinessParking: \""{garage: False, street: True, validated: False, lot: False, valet: False}\"", WiFi: \""ufree\"", RestaurantsReservations: False, Alcohol: \""none\"", GoodForKids: False, GoodForMeal: \""{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}\"", Ambience: \""{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: True, upscale: False, classy: True, casual: False}\"", DogsAllowed: False, RestaurantsTakeOut: True, RestaurantsGoodForGroups: False, HappyHour: False, RestaurantsAttire: \""ucasual\"", HasTV: True, OutdoorSeating: None, Caters: False, RestaurantsTableService: False, RestaurantsDelivery: None, RestaurantsPriceRange2: 1, NoiseLevel: \""uquiet\""}""",American,1
19102_American_Giovani's,Giovani's Bar & Grill    ,1533 Chestnut St,Philadelphia,PA,19102,39.9512545,-75.16669584,4,215,"""{RestaurantsPriceRange2: 1, HappyHour: True, RestaurantsGoodForGroups: True, NoiseLevel: \""average\"", RestaurantsTakeOut: True, RestaurantsAttire: \""casual\"", GoodForDancing: False, HasTV: True, Caters: True, WiFi: \""ufree\"", RestaurantsTableService: True, GoodForKids: False, , Smoking: \""uno\"", RestaurantsDelivery: True, BusinessAcceptsBitcoin: False, CoatCheck: False, WheelchairAccessible: True, Music: \""{dj: False, background_music: False, no_music: False, jukebox: False, live: False, video: False, karaoke: None}\"", BestNights: \""{monday: False, tuesday: False, friday: False, wednesday: False, thursday: False, sunday: True, saturday: True}\"", BusinessParking: \""{garage: False, street: True, validated: False, lot: False, valet: False}\"", GoodForMeal: \""{dessert: None, latenight: None, lunch: True, dinner: True, brunch: None, breakfast: False}\"", Ambience: \""{udivey: False, uhipster: None, ucasual: True, utouristy: None, utrendy: False, uintimate: False, uromantic: False, uclassy: False, uupscale: False}\"", DogsAllowed: False, RestaurantsReservations: False, OutdoorSeating: True, BYOB: False}""",American,1
19102_American_Joe's,Joe's Pizza      ,122 S 16th St,Philadelphia,PA,19102,39.9503868,-75.1675629,3.5,183,"""{RestaurantsPriceRange2: 1,  NoiseLevel: \""uaverage\"", RestaurantsReservations: False, RestaurantsTakeOut: True, Alcohol: \""unone\"", HasTV: True, RestaurantsAttire: \""casual\"", Ambience: \""{romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True}\"", GoodForKids: True, RestaurantsGoodForGroups: True, WiFi: \""no\"", BusinessParking: \""{garage: False, street: True, validated: False, lot: False, valet: False}\"", GoodForMeal: \""{dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False}\"", Caters: True, RestaurantsDelivery: True}""",American,1
19102_American_LaViola1,La Viola Ovest     ,252 S 16th St,Philadelphia,PA,19102,39.9480118,-75.1680247,3.5,209,"""{Alcohol: \""unone\"", BYOBCorkage: \""yes_free\"", BusinessParking: \""{garage: False, street: True, validated: False, lot: False, valet: False}\"", RestaurantsPriceRange2: 2, GoodForKids: False, NoiseLevel: \""uaverage\"", HasTV: False, RestaurantsTakeOut: True, RestaurantsReservations: True, RestaurantsGoodForGroups: True, Caters: False, GoodForMeal: \""{dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False}\"", OutdoorSeating: True, RestaurantsDelivery: True, RestaurantsAttire: \""casual\"", Ambience: \""{touristy: False, hipster: False, romantic: True, divey: False, intimate: False, trendy: False, upscale: False, classy: True, casual: False}\""}""",American,2
19102_American_LaViola2,La Viola      ,"253 S 16th St, Apt 1",Philadelphia,PA,19102,39.947783,-75.1677739,3.5,524,"""{RestaurantsAttire: \""casual\"", RestaurantsReservations: True, GoodForKids: False, Caters: False, OutdoorSeating: True, Alcohol: \""unone\"", Corkage: False, BusinessAcceptsCreditCards: False, RestaurantsPriceRange2: 2, BusinessParking: \""{garage: False, street: True, validated: False, lot: False, valet: False}\"", RestaurantsGoodForGroups: True, HasTV: False, BYOBCorkage: \""yes_free\"", NoiseLevel: \""uloud\"", RestaurantsTableService: True, RestaurantsTakeOut: True, RestaurantsDelivery: True, GoodForMeal: \""{dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False}\"", Ambience: \""{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: True, casual: False}\""}""",American,2
19102_American_LePain,Le Pain Quotidien     ,1425 Walnut St,Philadelphia,PA,19102,39.949621,-75.165252,3.5,312,"""{BusinessParking: \""{garage: False, street: True, validated: False, lot: False, valet: False}\"", Caters: True, Alcohol: \""unone\"", HasTV: False, RestaurantsTakeOut: True, RestaurantsAttire: \""ucasual\"", RestaurantsReservations: False, OutdoorSeating: True, NoiseLevel: \""uaverage\"", WiFi: \""ufree\"", GoodForMeal: \""{dessert: False, latenight: False, lunch: True, dinner: False, brunch: True, breakfast: True}\"", RestaurantsDelivery: True, Ambience: \""{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: True, casual: True}\"", GoodForKids: True, RestaurantsGoodForGroups: True, RestaurantsPriceRange2: 2, HappyHour: True, DogsAllowed: False}""",American,2
19102_American_LeBec,Le Bec Fin     ,1523 Walnut St,Philadelphia,PA,19102,39.949919,-75.166996,4,227,"""{, WiFi: \""ufree\"", RestaurantsGoodForGroups: True, GoodForKids: False, RestaurantsAttire: \""udressy\"", RestaurantsPriceRange2: 4, RestaurantsReservations: True, RestaurantsTakeOut: False, Corkage: True, BYOBCorkage: \""yes_corkage\"",  NoiseLevel: \""uquiet\"", Ambience: \""{romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: True, trendy: False, upscale: True, casual: False}\"", HappyHour: True, Caters: True, HasTV: False, GoodForMeal: \""{dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False}\"", BusinessParking: \""{garage: True, street: True, validated: True, lot: False, valet: True}\""}""",American,4
19102_American_Locust,Locust Rendezvous      ,1415 Locust St,Philadelphia,PA,19102,39.94846489,-75.1658053,4,230,"""{GoodForKids: False, BYOBCorkage: \""yes_free\"", NoiseLevel: \""uaverage\"", HasTV: True, RestaurantsTakeOut: True, RestaurantsGoodForGroups: True, Corkage: False, Caters: False, RestaurantsAttire: \""casual\"", WiFi: \""ufree\"", RestaurantsReservations: True, BusinessParking: \""{garage: False, street: True, validated: False, lot: False, valet: False}\"", , RestaurantsPriceRange2: 1, BusinessAcceptsBitcoin: False, DogsAllowed: False, BestNights: \""{monday: False, tuesday: False, friday: True, wednesday: True, thursday: True, sunday: False, saturday: False}\"", RestaurantsTableService: True, Smoking: \""uno\"", GoodForMeal: \""{dessert: False, latenight: True, lunch: None, dinner: None, brunch: None, breakfast: False}\"", OutdoorSeating: True, GoodForDancing: False, Music: \""{dj: False, background_music: False, no_music: False, jukebox: True, live: False, video: False, karaoke: False}\"", Ambience: \""{udivey: True, uhipster: False, ucasual: True, utouristy: False, utrendy: False, uintimate: False, uromantic: False, uclassy: False, uupscale: False}\""}""",American,1
19102_American_Marathon,Marathon       ,121 S 16th St,Philadelphia,PA,19102,39.95048336,-75.16733059,3.5,593,"""{RestaurantsAttire: \""casual\"", Alcohol: \""ufull_bar\"", RestaurantsPriceRange2: 2, RestaurantsGoodForGroups: True, RestaurantsDelivery: True, RestaurantsTakeOut: True, RestaurantsReservations: True, Caters: True, OutdoorSeating: True, GoodForKids: True, HasTV: True, NoiseLevel: \""uaverage\"", WiFi: \""ufree\"", BusinessParking: \""{garage: True, street: True, validated: False, lot: False, valet: False}\"", Ambience: \""{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: True, casual: True}\"", DogsAllowed: False, HappyHour: True, ByAppointmentOnly: False, GoodForMeal: \""{dessert: False, latenight: False, lunch: True, dinner: None, brunch: True, breakfast: None}\""}""",American,2
19102_American_Max,Max Brenner - Philadelphia    ,1500 Walnut St,Philadelphia,PA,19102,39.94910001,-75.16617488,3.5,1358,"""{NoiseLevel: \""uaverage\"", Alcohol: \""ufull_bar\"", GoodForKids: True, RestaurantsTakeOut: True, RestaurantsPriceRange2: 2, RestaurantsGoodForGroups: True, RestaurantsAttire: \""ucasual\"", RestaurantsReservations: True,  WiFi: \""free\"", Caters: False, WheelchairAccessible: True, ByAppointmentOnly: False, DogsAllowed: False, BusinessParking: \""{garage: True, street: True, validated: False, lot: True, valet: False}\"", HasTV: True, Ambience: \""{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: True, upscale: False, classy: True, casual: False}\"", HappyHour: True, RestaurantsTableService: True, GoodForMeal: \""{dessert: True, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}\""}""",American,2
19102_American_Mi,Mi Lah Vegetarian     ,218 S 16th St,Philadelphia,PA,19102,39.9491816,-75.1678358,3.5,213,"""{RestaurantsReservations: True, Alcohol: \""unone\"", RestaurantsGoodForGroups: True, RestaurantsPriceRange2: 2, RestaurantsTakeOut: True, Ambience: \""{romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True}\"", RestaurantsAttire: \""ucasual\"",  Caters: False, HasTV: False, NoiseLevel: \""uquiet\"", GoodForKids: True, BusinessParking: \""{garage: False, street: True, validated: False, lot: False, valet: False}\"", RestaurantsDelivery: False}""",American,2
19102_American_Mission,Mission Taqueria      ,"1516 Sansom St, Fl 2",Philadelphia,PA,19102,39.95022171,-75.166553,4,617,"""{HasTV: True, RestaurantsTableService: True, WiFi: \""ufree\"", RestaurantsAttire: \""ucasual\"", RestaurantsPriceRange2: 2, Alcohol: \""ufull_bar\"", RestaurantsReservations: False, NoiseLevel: \""uloud\"", GoodForKids: True, RestaurantsTakeOut: True, WheelchairAccessible: False, Caters: False, HappyHour: True, GoodForMeal: \""{dessert: None, latenight: False, lunch: True, dinner: True, brunch: None, breakfast: False}\"", DriveThru: None, Ambience: \""{udivey: False, uhipster: True, ucasual: None, utouristy: False, utrendy: True, uintimate: False, uromantic: False, uclassy: False, uupscale: False}\"", RestaurantsGoodForGroups: True, DogsAllowed: False, RestaurantsDelivery: True, BusinessParking: \""{garage: False, street: True, validated: False, lot: False, valet: False}\"", OutdoorSeating: True}""",American,2
19102_American_Monk's,Monk's Cafe      ,264 S 16th St,Philadelphia,PA,19102,39.947701,-75.1682869,4,2184,"""{RestaurantsGoodForGroups: True, RestaurantsAttire: \""casual\"", RestaurantsReservations: False, BYOBCorkage: \""yes_free\"", GoodForKids: False, Corkage: False, HasTV: False, , RestaurantsPriceRange2: 2, HappyHour: True, Caters: False, GoodForDancing: False, Music: \""{dj: False, background_music: False, no_music: False, jukebox: False, live: False, video: False, karaoke: False}\"", Ambience: \""{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: True, casual: True}\"", Smoking: \""uno\"", BusinessParking: \""{garage: False, street: True, validated: False, lot: True, valet: False}\"", BestNights: \""{monday: False, tuesday: False, friday: True, wednesday: True, thursday: False, sunday: False, saturday: True}\"", RestaurantsTableService: True, RestaurantsDelivery: None, WheelchairAccessible: False, CoatCheck: False, DogsAllowed: False, GoodForMeal: \""{dessert: False, latenight: None, lunch: None, dinner: True, brunch: False, breakfast: False}\"", NoiseLevel: \""uloud\"", RestaurantsTakeOut: None, OutdoorSeating: True}""",American,2
19102_American_Morton's,Morton's The Steakhouse     ,1411 Walnut St,Philadelphia,PA,19102,39.949603,-75.16497016,3.5,149,"""{RestaurantsAttire: \""casual\"",  RestaurantsPriceRange2: 4, RestaurantsGoodForGroups: True, RestaurantsReservations: True, GoodForDancing: False, HasTV: True, GoodForMeal: \""{dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False}\"", Ambience: \""{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: True, classy: True, casual: False}\"", NoiseLevel: \""uquiet\"", GoodForKids: False, Caters: True, BusinessParking: None, HappyHour: True, CoatCheck: False}""",American,4
19102_American_Ocean,Ocean Prime      ,124 S 15th St,Philadelphia,PA,19102,39.9501744,-75.16593359,4,513,"""{Alcohol: \""ufull_bar\"",  RestaurantsAttire: \""udressy\"", HasTV: True, RestaurantsReservations: True, NoiseLevel: \""uaverage\"", BusinessParking: \""{garage: False, street: False, validated: False, lot: False, valet: True}\"", RestaurantsGoodForGroups: True, Caters: False, Ambience: \""{touristy: False, hipster: False, romantic: True, divey: False, intimate: False, trendy: False, upscale: True, classy: True, casual: False}\"", WiFi: \""ufree\"", DogsAllowed: False, GoodForMeal: \""{dessert: None, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False}\"", GoodForKids: True, RestaurantsTakeOut: True, RestaurantsDelivery: True, RestaurantsPriceRange2: 4}""",American,4
19102_American_Oyster,Oyster House      ,1516 Sansom St,Philadelphia,PA,19102,39.9502216,-75.166553,4,1407,"""{NoiseLevel: \""uaverage\"", GoodForKids: False, RestaurantsAttire: \""ucasual\"", Caters: False, RestaurantsGoodForGroups: True, HasTV: False, Alcohol: \""ufull_bar\"", BusinessParking: \""{garage: False, street: True, validated: True, lot: False, valet: False}\"", RestaurantsTakeOut: True, OutdoorSeating: True, DogsAllowed: False, RestaurantsReservations: True, RestaurantsTableService: True, RestaurantsDelivery: True, HappyHour: True, WheelchairAccessible: True, ByAppointmentOnly: False, GoodForMeal: \""{dessert: False, latenight: False, lunch: None, dinner: True, brunch: False, breakfast: False}\"", Ambience: \""{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: True, upscale: False, classy: True, casual: False}\"", RestaurantsPriceRange2: 3}""",American,3
