business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,attributes,Categories
pP4q0Mym-qt20nRqTKbzhQ,Morton's The Steakhouse,1411 Walnut St,Philadelphia,PA,19102,39.949603,-75.16497016,3.5,149,"""{'WiFi': \\""u'no'\\"", 'RestaurantsTakeOut': 'False', 'BikeParking': 'True', 'RestaurantsAttire': \\""'dressy'\\"", 'OutdoorSeating': 'False', 'Alcohol': \\""'full_bar'\\"", 'RestaurantsPriceRange2': '4', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'GoodForDancing': 'False', 'HasTV': 'True', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}\\"", 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}\\"", 'NoiseLevel': \\""u'quiet'\\"", 'GoodForKids': 'False', 'Caters': 'True', 'BusinessParking': 'None', 'HappyHour': 'True', 'CoatCheck': 'False'}""",American
y1HgVnt4K5owmYXC5yXLGg,Flambo Caribbean Restaurant,820 N Broad St,Philadelphia,PA,19130,39.9686973,-75.1606146,4.5,138,"""{'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}\\"", 'RestaurantsReservations': 'True', 'WiFi': \\""u'free'\\"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}\\"", 'WheelchairAccessible': 'False', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsAttire': \\""'casual'\\"", 'RestaurantsTableService': 'True', 'NoiseLevel': \\""u'average'\\"", 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}\\"", 'Alcohol': \\""u'none'\\"", 'GoodForKids': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'ByAppointmentOnly': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'None'}""",Caribbean
NQSnr4RPUScss607oxOaqw,Chase's Hop Shop,7235 Rising Sun Ave,Philadelphia,PA,19111,40.0603863,-75.0845897,4.5,116,"""{'RestaurantsReservations': 'False', 'Alcohol': \\""u'beer_and_wine'\\"", 'WiFi': \\""u'free'\\"", 'GoodForDancing': 'False', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}\\"", 'HappyHour': 'False', 'HasTV': 'True', 'CoatCheck': 'False', 'NoiseLevel': \\""'quiet'\\"", 'BikeParking': 'False', 'BestNights': \\""{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}\\"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}\\"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': \\""u'casual'\\"", 'Music': \\""{'dj': False}\\"", 'BYOB': 'False', 'Smoking': \\""u'no'\\"", 'Ambience': \\""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}\\"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'None', 'RestaurantsTableService': 'False', 'BusinessAcceptsBitcoin': 'False', 'Corkage': 'False'}""",Sandwiches
DOl21AqtT74dUZ3kvXNNcA,Golden Triangle,610 S 5th St,Philadelphia,PA,19147,39.94152013,-75.15097027,4.5,159,"""{'Caters': 'True', 'HasTV': 'True', 'WiFi': \\""'no'\\"", 'BikeParking': 'True', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}\\"", 'HappyHour': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': \\""'none'\\"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'None', 'Ambience': \\""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}\\"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': \\""u'quiet'\\"", 'GoodForKids': 'True', 'RestaurantsAttire': \\""'casual'\\"", 'RestaurantsTableService': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True'}""",Thai
N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,106 S 40th St,Philadelphia,PA,19104,39.9551144,-75.202451,3.5,148,"""{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'NoiseLevel': \\""u'quiet'\\"", 'RestaurantsDelivery': 'True', 'RestaurantsAttire': \\""'casual'\\"", 'WiFi': \\""u'free'\\"", 'Caters': 'True', 'BYOBCorkage': \\""'yes_free'\\"", 'Ambience': \\""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}\\"", 'Alcohol': \\""u'none'\\"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'HasTV': 'False', 'BusinessAcceptsBitcoin': 'False'}""",Indian
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,4618 Baltimore Ave,Philadelphia,PA,19143,39.94866391,-75.21583154,4.5,458,"""{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': \\""u'casual'\\"", 'Alcohol': \\""u'none'\\"", 'RestaurantsTakeOut': 'True', 'WiFi': \\""u'no'\\"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': \\""u'quiet'\\"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}\\"", 'Ambience': \\""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}\\"", 'RestaurantsDelivery': 'True', 'HasTV': 'True'}""",Indian
68ThEdiK0eWCEgGEmV9Tng,Southgate,1801 Lombard St,Philadelphia,PA,19146,39.9455687,-75.1717901,4,323,"""{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': \\""'casual'\\"", 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}\\"", 'NoiseLevel': \\""u'average'\\"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'Alcohol': \\""u'full_bar'\\"", 'Corkage': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'Caters': 'False', 'WiFi': \\""u'no'\\"", 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'BYOB': 'False', 'GoodForMeal': \\""{u'breakfast': False, u'brunch': False, u'lunch': None, u'dinner': True, u'latenight': False, u'dessert': False}\\""}""",American
Bw0cpnfI-Y9QmjWzqS-oFg,Izumi,1601 E Passyunk Ave,Philadelphia,PA,19148,39.929738,-75.1633963,4,219,"""{'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': \\""u'casual'\\"", 'Alcohol': \\""u'none'\\"", 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'Ambience': \\""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}\\"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': \\""u'average'\\"", 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}\\"", 'WiFi': \\""u'free'\\"", 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}\\""}""",Japanese
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,Philadelphia,PA,19104,39.95671052,-75.19710278,4,783,"""{'BikeParking': 'True', 'Caters': 'True', 'HappyHour': 'True', 'WiFi': \\""u'no'\\"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': \\""u'casual'\\"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}\\"", 'Alcohol': \\""u'full_bar'\\"", 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}\\"", 'OutdoorSeating': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'NoiseLevel': \\""u'average'\\"", 'BusinessParking': \\""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}\\"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}""",Chinese
A0F-h3xJm_6gHDKcDQwSrQ,Capogiro Gelato,3925 Walnut St,Philadelphia,PA,19104,39.95417155,-75.20138008,4,252,"""{'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'RestaurantsAttire': \\""'casual'\\"", 'RestaurantsPriceRange2': '2', 'WiFi': \\""u'free'\\"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'HasTV': 'False', 'Alcohol': \\""'none'\\"", 'Ambience': \\""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}\\"", 'RestaurantsReservations': 'False', 'NoiseLevel': \\""'average'\\"", 'RestaurantsDelivery': 'False', 'HappyHour': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False'}""",Pizza
K8b2MQ5Az59-nzvqUfjJEQ,The Farm and Fisherman,1120 Pine St,Philadelphia,PA,19107,39.944935,-75.1606759,4,234,"""{'HasTV': 'False', 'RestaurantsReservations': 'True', 'WiFi': \\""u'no'\\"", 'Ambience': \\""{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}\\"", 'RestaurantsPriceRange2': '3', 'RestaurantsAttire': \\""u'casual'\\"", 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'NoiseLevel': \\""u'average'\\"", 'Caters': 'False', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'Alcohol': \\""u'none'\\""}""",American
PxEiXqMAzzvp8GFlb5EoLg,Grain Exchange,7152 Germantown Ave,Philadelphia,PA,19119,40.059508,-75.190838,3.5,239,"""{'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'Alcohol': \\""u'full_bar'\\"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'WiFi': \\""u'no'\\"", 'RestaurantsAttire': \\""u'casual'\\"", 'HappyHour': 'True', 'Caters': 'False', 'NoiseLevel': \\""'average'\\"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'HasTV': 'False', 'Ambience': \\""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}\\"", 'RestaurantsDelivery': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}\\"", 'WheelchairAccessible': 'True', 'GoodForMeal': \\""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}\\""}""",American
eqNutOMnPqKa9QDAY6KfEw,J'aime French Bakery,212 S 12th St,Philadelphia,PA,19107,39.948081,-75.1608093,4.5,310,"""{'BikeParking': 'True', 'Caters': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'WiFi': \\""u'free'\\"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'False', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'NoiseLevel': \\""u'average'\\"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True'}""",Bakery
